Compound Name,pubChem ID,flavor profile,smiles,Source,Aroma/Taste Threshold Values
Gaster,3325,bitter,C1=C(N=C(S1)N=C(N)N)CSCCC(=NS(=O)(=O)N)N,flavorDB,The Aroma/Taste threshold values foris unknown
2-fluoro-9-(5-o-phosphonopentofuranosyl)-9h-purin-6-amine,3368,sweet-like,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)COp(=O)(O)O)O)O)f)N,flavorDB,The Aroma/Taste threshold values foris unknown
flufenamic acid,3371,bitter,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(f)(f)f,flavorDB,The Aroma/Taste threshold values foris unknown
Laevuflex,3426,sweet,C1C(C(C(C(O1)(CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
L-fucitol,3429,sweet,CC(C(C(C(CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
gingerol,3473,pungent,CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O,flavorDB,The Aroma/Taste threshold values foris unknown
glimepiride,3476,bitter,CCC1=C(CN(C1=O)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCC(CC3)C)C,flavorDB,The Aroma/Taste threshold values foris unknown
glutaraldehyde,3485,"pungent,fruity,medicinal",C(CC=O)CC=O,flavorDB,The Aroma/Taste threshold values foris unknown
glycyrrhizin,3495,sweet-like,CC1(C2CCC3(C(C2(CCC1OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C)C(=O)C=C6C3(CCC7(C6CC(CC7)(C)C(=O)O)C)C)C)C,flavorDB,The Aroma/Taste threshold values foris unknown
guaifenesin,3516,bitter,COC1=CC=CC=C1OCC(CO)O,flavorDB,The Aroma/Taste threshold values foris unknown
haloperidol,3559,bitter,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)f,flavorDB,The Aroma/Taste threshold values foris unknown
hesperidin,3594,sweet-like,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
hinokitiol,3611,"woody,phenolic",CC(C)C1=CC(=O)C(=CC=C1)O,flavorDB,The Aroma/Taste threshold values foris unknown
isopropanol,3776,"woody,bitter,musty,alcohol",CC(C)O,flavorDB,Aroma Threshold Values:40 to 601 ppm
propyphenazone,3778,bitter,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C,flavorDB,The Aroma/Taste threshold values foris unknown
khellin,3828,bitter,CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC,flavorDB,The Aroma/Taste threshold values foris unknown
Lactitol Anhydrous,3871,sweet,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
lactulose,3872,sweet,C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
lanatoside C,3879,"fatty,metallic",CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,flavorDB,The Aroma/Taste threshold values foris unknown
lauric acid,3893,"coconut,mild,fatty,metal,bay oil",CCCCCCCCCCCC(=O)O,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; waxy, fatty and oily, tallowlike, creamy and dairylike with a coating mouthfeel"
lomefloxacin,3948,bitter,CCN1C=C(C(=O)C2=CC(=C(C(=C21)f)N3CCNC(C3)C)f)C(=O)O,flavorDB,The Aroma/Taste threshold values foris unknown
malathion,4004,bitter,CCOC(=O)CC(C(=O)OCC)Sp(=S)(OC)OC,flavorDB,The Aroma/Taste threshold values foris unknown
mefenamic acid,4044,bitter,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,flavorDB,The Aroma/Taste threshold values foris unknown
mephenesin,4059,bitter,CC1=CC=CC=C1OCC(CO)O,flavorDB,The Aroma/Taste threshold values foris unknown
meprobamate,4064,bitter,CCCC(C)(COC(=O)N)COC(=O)N,flavorDB,The Aroma/Taste threshold values foris unknown
metformin,4091,bitter,CN(C)C(=N)N=C(N)N,flavorDB,The Aroma/Taste threshold values foris unknown
methadone,4095,bitter,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,flavorDB,The Aroma/Taste threshold values foris unknown
methoxsalen,4114,bitter,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,flavorDB,The Aroma/Taste threshold values foris unknown
methyl salicylate,4133,"mint,wintergreen,peppermint",COC(=O)C1=CC=CC=C1O,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; sweet, salicylate and root beer with aromatic and balsamic nuances"
methyprylon,4162,bitter,CCC1(C(=O)C(CNC1=O)C)CC,flavorDB,The Aroma/Taste threshold values foris unknown
miconazole,4189,bitter,C1=CC(=C(C=C1Cl)Cl)COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl,flavorDB,The Aroma/Taste threshold values foris unknown
Myristicin,4276,"balsamic,spice,warm,woody,balsam",COC1=CC(=CC2=C1OCO2)CC=C,flavorDB,The Aroma/Taste threshold values foris unknown
"1-(4-{[4,5-dihydroxy-6-(hydroxymethyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl]oxy}-2,6-dihydroxyphenyl)-3-(3-hydroxy-4-methoxyphenyl)propan-1-one",4453,"bland,sweet-like",CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values forNEOHESPERIDIN DIHYDROCHALCONEis unknown
Nialamide,4472,bitter,C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,flavorDB,The Aroma/Taste threshold values foris unknown
niflumic acid,4488,bitter,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(f)(f)f,flavorDB,The Aroma/Taste threshold values foris unknown
ofloxacin,4583,bitter,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)f)C(=O)O,flavorDB,The Aroma/Taste threshold values foris unknown
omeprazole,4594,bitter,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,flavorDB,The Aroma/Taste threshold values foris unknown
orphenadrine,4601,bitter,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,flavorDB,The Aroma/Taste threshold values foris unknown
Oxeladin,4619,bitter,CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC,flavorDB,The Aroma/Taste threshold values foris unknown
p-benzoquinone,4650,chlorine-like,C1=CC(=O)C=CC1=O,flavorDB,The Aroma/Taste threshold values foris unknown
pantoprazole,4679,bitter,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(f)f)OC,flavorDB,The Aroma/Taste threshold values foris unknown
papaverine,4680,bitter,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,flavorDB,The Aroma/Taste threshold values foris unknown
pentoxifylline,4740,bitter,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,flavorDB,The Aroma/Taste threshold values foris unknown
phenacetin,4754,bitter,CCOC1=CC=C(C=C1)NC(=O)C,flavorDB,The Aroma/Taste threshold values foris unknown
phenprobamate,4770,bitter,C1=CC=C(C=C1)CCCOC(=O)N,flavorDB,The Aroma/Taste threshold values foris unknown
phenylbiguanide,4780,bitter,C1=CC=C(C=C1)N=C(N)N=C(N)N,flavorDB,The Aroma/Taste threshold values foris unknown
phloretin,4788,bitter,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,flavorDB,"The Aroma/Taste threshold values for3-(4-HYDROXYPHENYL)-1-(2,4,6-TRIHYDROXYPHENYL)-PROPAN-1-ONEis unknown"
phthalylsulfathiazole,4806,bitter,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C(=O)O,flavorDB,The Aroma/Taste threshold values foris unknown
pipemidic acid,4831,bitter,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O,flavorDB,The Aroma/Taste threshold values foris unknown
piperazine,4837,ammoniacal,C1CNCCN1,flavorDB,The Aroma/Taste threshold values forPIPERAZINEis unknown
pirenzepine,4848,bitter,CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,flavorDB,The Aroma/Taste threshold values foris unknown
procainamide,4913,bitter,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,flavorDB,The Aroma/Taste threshold values foris unknown
propyl gallate,4947,"bland,bitter",CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,flavorDB,The Aroma/Taste threshold values forPROPYL GALLATEis unknown
quassin,4998,bitter,CC1C=C(C(=O)C2(C1CC3C4(C2C(=O)C(=C(C4CC(=O)O3)C)OC)C)C)OC,flavorDB,"Taste Threshold Values:sweet, molasses, brown, with sulfury, bready and malty nuances"
resorcinol,5054,"musty,creamy,hawthorn,nutty,phenolic",C1=CC(=CC(=C1)O)O,flavorDB,Aroma Threshold Values:6 to 40 ppm
saccharin,5143,"bitter,sweet",C1=CC=C2C(=C1)C(=O)NS2(=O)=O,flavorDB,"The Aroma/Taste threshold values forSACCHARIN, SODIUM SALTis unknown"
safrole,5144,"spice,warm,floral,sassafrass,sweet,woody,anise,spicy",C=CCC1=CC2=C(C=C1)OCO2,flavorDB,Aroma Threshold Values:10 to 160 ppb
salicylamide,5147,bitter,C1=CC=C(C(=C1)C(=O)N)O,flavorDB,The Aroma/Taste threshold values foris unknown
Salsalate,5161,bitter,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
stearic acid,5281,"fatty,mild",CCCCCCCCCCCCCCCCCC(=O)O,flavorDB,Aroma Threshold Values:20 ppm
sulfameter,5326,bitter,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,flavorDB,The Aroma/Taste threshold values foris unknown
sulfamethoxazole,5329,bitter,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,flavorDB,The Aroma/Taste threshold values foris unknown
sulfamethoxypyridazine,5330,bitter,COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,flavorDB,The Aroma/Taste threshold values foris unknown
sulfisoxazole,5344,bitter,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,flavorDB,The Aroma/Taste threshold values foris unknown
suxibuzone,5362,bitter,CCCCC1(C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)COC(=O)CCC(=O)O,flavorDB,The Aroma/Taste threshold values foris unknown
theobromine,5429,bitter,CN1C=NC2=C1C(=O)NC(=O)N2C,flavorDB,The Aroma/Taste threshold values forTHEOBROMINEis unknown
Nikethamide,5497,bitter,CCN(CC)C(=O)C1=CN=CC=C1,flavorDB,The Aroma/Taste threshold values foris unknown
trapidil,5531,bitter,CCN(CC)C1=CC(=NC2=NC=NN12)C,flavorDB,The Aroma/Taste threshold values foris unknown
triacetin,5541,"tropical,mild,bitter,fruity,clean",CC(=O)OCC(COC(=O)C)OC(=O)C,flavorDB,Taste Threshold Values:Sweet and creamy with an oily mouthfeel
trimethadione,5576,bitter,CC1(C(=O)N(C(=O)O1)C)C,flavorDB,The Aroma/Taste threshold values foris unknown
trimethoprim,5578,bitter,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,flavorDB,The Aroma/Taste threshold values foris unknown
triton X-100,5590,"alcohol,bland",CC(C)(C)CC(C)(C)C1=CC=C(C=C1)OCCO,flavorDB,The Aroma/Taste threshold values foris unknown
tyramine,5610,"mild,rubbery,meaty,dirty,cooked,phenolic",C1=CC(=CC=C1CCN)O,flavorDB,"Taste Threshold Values:Mild, sweet, vegetative phenolic taste at 100 ppm in water"
10-Undecenoic Acid,5634,"sweet,woody",C=CCCCCCCCCC(=O)O,flavorDB,The Aroma/Taste threshold values for10-UNDECENOIC ACIDis unknown
dexamethasone,5743,bitter,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)f)C,flavorDB,The Aroma/Taste threshold values foris unknown
pethidine hydrochloride,5750,bitter,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2.Cl,flavorDB,The Aroma/Taste threshold values forGUAIAC GUM EXTRACTis unknown
hydrocortisone,5754,bitter,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,flavorDB,The Aroma/Taste threshold values foris unknown
prednisolone,5755,bitter,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,flavorDB,The Aroma/Taste threshold values foris unknown
D-Sorbitol,5780,"sweet,caramel",C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values ford-SORBITOLis unknown
D-Glucose,5793,sweet,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Ditab,5825,bitter,C[C@@H](CC1=CC=CC=C1)N.C[C@@H](CC1=CC=CC=C1)N.OS(=O)(=O)O,flavorDB,The Aroma/Taste threshold values foris unknown
N-(4-Methoxyphenyl)acetamide,5827,bitter,CC(=O)NC1=CC=C(C=C1)OC,flavorDB,The Aroma/Taste threshold values foris unknown
Cyclobarbital,5838,bitter,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,flavorDB,The Aroma/Taste threshold values foris unknown
Allobarbital,5842,bitter,C=CCC1(C(=O)NC(=O)NC1=O)CC=C,flavorDB,The Aroma/Taste threshold values foris unknown
L-cysteine,5862,sulfury,C([C@@H](C(=O)O)N)S,flavorDB,The Aroma/Taste threshold values forL-CYSTEINEis unknown
prednisone,5865,bitter,C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,flavorDB,The Aroma/Taste threshold values foris unknown
Methantheline bromide,5883,bitter,CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.[br-],flavorDB,The Aroma/Taste threshold values foris unknown
pentylenetetrazol,5917,bitter,C1CCC2=NN=NN2CC1,flavorDB,The Aroma/Taste threshold values foris unknown
L-alanine,5950,sweet,C[C@@H](C(=O)O)N,flavorDB,The Aroma/Taste threshold values forl- and dl-ALANINEis unknown
Adenosine triphosphate,5957,sweet-like,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COp(=O)(O)Op(=O)(O)Op(=O)(O)O)O)O)N,flavorDB,The Aroma/Taste threshold values foris unknown
chloramphenicol,5959,bitter,C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],flavorDB,The Aroma/Taste threshold values foris unknown
L-aspartic acid,5960,acidic,C([C@@H](C(=O)O)N)C(=O)O,flavorDB,Aroma Threshold Values:300 ppb
L-glutamine,5961,"mild,milky,oily,cocoa,custard",C(CC(=O)N)[C@@H](C(=O)O)N,flavorDB,The Aroma/Taste threshold values forL-GLUTAMINEis unknown
L-lysine,5962,odorless,C(CCN)C[C@@H](C(=O)O)N,flavorDB,Aroma Threshold Values:500 ppm
Allyl Isothiocyanate,5971,"mustard,pungent,garlic,sulfur,strong,bitter",C=CCN=C=S,flavorDB,The Aroma/Taste threshold values forALLYL ISOTHIOCYANATEis unknown
D-(-)-fructose,5984,sweet,C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Sulfamic Acid,5987,"fatty,bland",NS(=O)(=O)O,flavorDB,The Aroma/Taste threshold values foris unknown
sucrose,5988,sweet,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Adenosine 5'-diphosphate,6022,sweet-like,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COp(=O)(O)Op(=O)(O)O)O)O)N,flavorDB,The Aroma/Taste threshold values foris unknown
Alpha-d-xylopyranose,6027,sweet,C1[C@H]([C@@H]([C@H]([C@H](O1)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
D-Galactose,6036,sweet,C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
phenylephrine,6041,bitter,CNC[C@@H](C1=CC(=CC=C1)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
tolazoline hydrochloride,6048,bitter,C1CN=C(N1)CC2=CC=CC=C2.Cl,flavorDB,The Aroma/Taste threshold values foris unknown
tributyrin,6050,"waxy,bitter,fatty,cheese,creamy",CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; bitter, waxy, fatty, cheese and butter nuances"
2-phenylethanol,6054,"lilac,rose,rose water,honey,rose flower,floral,spice,bitter,rose dried",C1=CC=C(C=C1)CCO,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; mushroom-like, rose floral, sweet, rosy, bready with honey nuances"
phenaminum,6055,bitter,CC(CC1=CC=CC=C1)N.CC(CC1=CC=CC=C1)N.OS(=O)(=O)O,flavorDB,The Aroma/Taste threshold values foris unknown
phlorizin,6072,bitter,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
adenosine 5'-monophosphate,6083,sweet,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COp(=O)(O)O)O)O)N,flavorDB,The Aroma/Taste threshold values foris unknown
bretylium tosylate,6100,bitter,CC[N+](C)(C)CC1=CC=CC=C1br.CC1=CC=C(C=C1)S(=O)(=O)[O-],flavorDB,The Aroma/Taste threshold values foris unknown
L-leucine,6106,bitter,CC(C)C[C@@H](C(=O)O)N,flavorDB,The Aroma/Taste threshold values forL-LEUCINEis unknown
Calcium acetate,6116,"acetic,mild",CC(=O)[O-].CC(=O)[O-].[Ca+2],flavorDB,The Aroma/Taste threshold values forCALCIUM ACETATEis unknown
beta-D-Lactose,6134,sweet,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
L-phenylalanine,6140,bitter,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,flavorDB,The Aroma/Taste threshold values forL-PHENYLALANINEis unknown
colchicine,6167,bitter,CC(=O)N[C@H]1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,flavorDB,The Aroma/Taste threshold values foris unknown
Hexanal,6184,"leafy,grass,sweaty,tallow,fat,fresh,fatty,fruity,aldehydic,green",CCCCCC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 2.5 ppm; green, woody, vegetative, apple, grassy, citrus and orange with a fresh, lingering aftertaste"
cycloheximide,6197,bitter,C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,flavorDB,The Aroma/Taste threshold values foris unknown
thiamine Hydrochloride,6202,"mild,sour,bitter",CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.Cl.[Cl-],flavorDB,The Aroma/Taste threshold values forVITAMIN B1is unknown
Dimethyl sulfone,6213,"sulfur,burnt,sulfurous",CS(=O)(=O)C,flavorDB,The Aroma/Taste threshold values foris unknown
D-mannitol,6251,sweet,C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
maltose,6255,sweet,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
L-histidine,6274,bitter,C1=C(NC=N1)C[C@@H](C(=O)O)N,flavorDB,The Aroma/Taste threshold values forL-HISTIDINEis unknown
1-pentanol,6276,"oil,balsamic,vanilla,fusel,sweet,balsam",CCCCCO,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; intense fusel, fermented, bready and cereal with a fruity undertone"
bromthalein,6282,bitter,C1=CC(=C(C=C1C2(C3=C(C(=C(C(=C3br)br)br)br)C(=O)O2)C4=CC(=C(C=C4)O)S(=O)(=O)[O-])S(=O)(=O)[O-])O.[Na+].[Na+],flavorDB,The Aroma/Taste threshold values foris unknown
L-tryptophan,6305,bitter,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,flavorDB,The Aroma/Taste threshold values foris unknown
l-isoleucine,6306,bitter,CC[C@H](C)[C@@H](C(=O)O)N,flavorDB,The Aroma/Taste threshold values foris unknown
L-arginine,6322,faint,C(C[C@@H](C(=O)O)N)CN=C(N)N,flavorDB,Taste Threshold Values:hint of sourness
Ethanamine,6341,"ammonia,fishy",CCN,flavorDB,Aroma Threshold Values:Very high strength odor
Ethanethiol,6343,"sulfurous,fruity",CCS,flavorDB,"Aroma Threshold Values:High strength odor, sulfurous fruity type; recommend smelling in a 0.01% solution or less"
Dichloromethane,6344,"sweet,ether-like",C(Cl)Cl,flavorDB,The Aroma/Taste threshold values foris unknown
Oxirane,6354,sweet,C1CO1,flavorDB,Aroma Threshold Values:500 ppm
Isopropylamine,6363,"ammoniacal,fishy",CC(C)N,flavorDB,Aroma Threshold Values:High strength odor
2-propanethiol,6364,"sulfurous,onion,ripe,gassy,strong,meaty",CC(C)S,flavorDB,The Aroma/Taste threshold values foris unknown
propylene oxide,6378,"ethereal,sweet",CC1CO1,flavorDB,The Aroma/Taste threshold values foris unknown
tert-butanol,6386,camphor,CC(C)(C)O,flavorDB,The Aroma/Taste threshold values foris unknown
2-Methyl-2-butanol,6405,pungent,CCC(C)(C)O,flavorDB,The Aroma/Taste threshold values foris unknown
Sulfonethylmethane,6433,bitter,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,flavorDB,The Aroma/Taste threshold values foris unknown
bornyl Acetate,6448,"cedar,balsamic,spice,herbal,fresh,sweet,woody,pine needle,pine,camphor",CC(=O)OC1CC2CCC1(C2(C)C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; camphoreous, woody, mentholic, berry and seedy with soapy, woody nuances"
Cyclopentobarbital,6454,bitter,C=CCC1(C(=O)NC(=O)NC1=O)C2CCC=C2,flavorDB,The Aroma/Taste threshold values foris unknown
benzilic Acid,6463,bitter,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Aprobarbital,6464,bitter,CC(C)C1(C(=O)NC(=O)NC1=O)CC=C,flavorDB,The Aroma/Taste threshold values foris unknown
piperidione,6465,bitter,CCC1(C(=O)CCNC1=O)CC,flavorDB,The Aroma/Taste threshold values foris unknown
butethal,6473,bitter,CCCCC1(C(=O)NC(=O)NC1=O)CC,flavorDB,The Aroma/Taste threshold values foris unknown
Acecarbromal,6489,bitter,CCC(CC)(C(=O)NC(=O)NC(=O)C)br,flavorDB,The Aroma/Taste threshold values foris unknown
3-Methyl-3-pentanol,6493,"leafy,powerful,fruity,green",CCC(C)(CC)O,flavorDB,The Aroma/Taste threshold values foris unknown
77-83-8,6501,"strawberry,floral,fatty,sweet,fruity,honey",CCOC(=O)C1C(O1)(C)C2=CC=CC=C2,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; sweet, berry, strawberry, fruity, tutti-frutti and floral nuances"
Acetyl tributyl Citrate,6505,"very faint,sweet,herbal,wine",CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,flavorDB,The Aroma/Taste threshold values forTRIBUTYL ACETYLCITRATEis unknown
triethyl Citrate,6506,"odorless,mild,bitter,fruity,wine",CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)O,flavorDB,The Aroma/Taste threshold values forTRIETHYL CITRATEis unknown
tetraethylammonium hydroxide,6509,bitter,CC[N+](CC)(CC)CC.[OH-],flavorDB,The Aroma/Taste threshold values foris unknown
3-Mercaptopropionic Acid,6514,"sulfurous,roasted",C(CS)C(=O)O,flavorDB,The Aroma/Taste threshold values foris unknown
Linalyl isobutyrate,6532,"light,woody,fruity,bergamot,lavender",CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; floral, fruity, sweet, berry and citrus"
Isophorone,6544,"cooling,tobacco,cedarwood,leather,musty,woody,sweet,fruity,camphoraceous,camphor,green",CC1=CC(=O)CC(C1)(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; sweet, green, waxy, pungent camphoreous, cooling minty"
tetrahydrolinalool,6548,"lilac,floral,oily,lily,woody,tea,bois de rose",CCC(C)(CCCC(C)C)O,flavorDB,"Taste Threshold Values:Taste characteristics at 1 to 15 ppm; clean and fresh, floral, tea-like with citrus and herbal nuances"
Linalool,6549,"lemon,citrus,orange,floral,sweet,woody,blueberry,bois de rose,lavender,flower,green",CC(=CCCC(C)(C=C)O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; green, apple and pear with an oily, waxy, slightly citrus note"
Isobutylamine,6558,"cheesy,fishy",CC(C)CN,flavorDB,"Aroma Threshold Values:High strength odor, fishy type; recommend smelling in a 0.10% solution or less"
2-Methyl-1-propanol,6560,"solvent,ether,wine,bitter",CC(C)CO,flavorDB,Aroma Threshold Values:360 ppb to 3.3 ppm
Isobutyraldehyde,6561,"malt,fresh,floral,pungent,aldehydic,green",CC(C)C=O,flavorDB,Aroma Threshold Values:0.4 to 43 ppb
2-butanol,6568,"oily,sweet,wine,apricot",CCC(C)O,flavorDB,The Aroma/Taste threshold values foris unknown
2-butanone,6569,"ethereal,ether,fruity,acetone,camphor",CCC(=O)C,flavorDB,Taste Threshold Values:Taste characteristics at 5 ppm
Methyl Acetate,6584,"sweet,bitter,ether,fruity",CC(=O)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 60 ppm; green, ethereal, fruity, fresh, rum and whiskey-like"
Isobutyric Acid,6590,"rancid,butter,strawberry,cheese",CC(C)C(=O)O,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; acidic, sour dairy, creamy, cheese, cultured dairy nuance"
