,Compound Name,pubChem ID,flavor profile,smiles,Source,Aroma Taste Threshold Values
428,p-Cymene,7463,"solvent,citrus,spice,gasoline,fresh,woody,terpene",CC1=CC=C(C=C1)C(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 1 to 10 ppm; terpy and rancid with slightly woody, oxidized citrus notes. It has spice nuances of green pepper and oregano"
430,4'-Hydroxyacetophenone,7469,"mild,sweet,balsam,hawthorn,mimosa",CC(=O)C1=CC=C(C=C1)O,flavorDB,"Aroma Threshold Values:Floral type, medium strength odor; recommend smelling in a 10.00% solution or less"
431,4'-Methoxyacetophenone,7476,"butter,anisic,powdery,sweet,balsamic,hawthorn,caramel,acacia,bitter,vanilla",CC(=O)C1=CC=C(C=C1)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; sweet, anisic, fruity, cherry with powdery vanilla nuances"
434,Styrene,7501,"balsamic,gasoline,floral,sweet,balsam,plastic",C=CC1=CC=CC=C1,flavorDB,Aroma Threshold Values:3.6 to 80 ppb
436,benzyl Mercaptan,7509,"mint,sulfurous,garlic,onion,sharp,coffee,horseradish,alliaceous",C1=CC=C(C=C1)CS,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; leek, horseradish, cabbage, green, tomato and coffee"
437,Anisole,7519,"butter,ethereal,alcohol,gasoline,anise,cheese,phenolic",COC1=CC=CC=C1,flavorDB,Aroma Threshold Values:50 ppb
438,thioanisole,7520,"solvent,toluene,woody,spicy",CSC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at. 02 to 0.5 ppm; solventy, woody, roasted coffee"
443,Methyl phenylacetate,7559,"spice,waxy,floral,sweet,honey,almond",COC(=O)CC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; floral, fruity, honey, spice, waxy and sweet"
444,Diphenyl oxide,7583,"geranium,phenolic,green,leaf",C1=CC=C(C=C1)OC2=CC=CC=C2,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; dry chemical, floral rosey with carrot, tropical and hoplike terpy notes and a green vegetative and woody nuance"
445,Ethyl phenylacetate,7590,"grapefruit,balsam,rose,anise,chocolate,honey,melon,fruit,sweet,floral,raspberry,bitter,cocoa",CCOC(=O)CC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; sweet, fruity, honey, cocoa, apple and woody"
446,"1,3-Diphenylacetone",7593,"benzaldehyde,bitter,plastic,almond,seedy",C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; bitter with floral, rose and honey notes"
448,phenethyl phenylacetate,7601,"rose,floral,sweet,honey,balsam,hyacinth",C1=CC=C(C=C1)CCOC(=O)CC2=CC=CC=C2,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; honey, floral, green, rose, cocoa, hay and tropical body"
452,Methyl 3-phenylpropionate,7643,"wine,floral,fruity,honey,balsam",COC(=O)CCC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; cinnamon spicy, sweet, balsamic with fruity floral and resinous nuances"
453,benzyl isobutyrate,7646,"jasmine,jasmin,rose,oily,sweet,fruity,tropical",CC(C)C(=O)OCC1=CC=CC=C1,flavorDB,Taste Threshold Values:Taste characteristics at 10 ppm
454,benzyl butyrate,7650,"peach,butter,berry,jasmine,apricot,jasmin,fresh,logenberry,plum,fruity,pear,cheese",CCCC(=O)OCC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; sweet, aromatic, powdery vanillin-like"
455,benzyl isovalerate,7651,"apple,pineapple,herbal,sweet,fruity",CC(C)CC(=O)OCC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; sweet, fruity and balsamic with tropical and dried fruit nuances"
456,phenethyl acetate,7654,"tobacco,rose,floral,sweet,honey,fruity,tropical",CC(=O)OCCC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; fruity, sweet, honey, floral, tropical, rosy with a slight yeasty, honey note with a cocoa and balsamic nuance"
457,phenethyl isobutyrate,7655,"peach,rose,pastry,tea,floral,bitter,fruity",CC(C)C(=O)OCCC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 2.5 ppm; floral, waxy, green and rosy with winey, grape and berry nuances"
459,phenethyl butyrate,7658,"yeast,strawberry,floral,musty,sweet",CCCC(=O)OCCC1=CC=CC=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; fruity, floral, green, with a tropical winy nuance"
462,4-Methoxybenzyl acetate,7695,"powdery,coumarin,vanilla,creamy,plum,sweet,balsam,fruity,cherry,almond,tonka",CC(=O)OCC1=CC=C(C=C1)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; fruity, floral, vanilla, coconut, honey, cocoa, anise and licorice"
463,4-propylanisole,7702,"licorice,fennel,sassafrass,sweet,anise",CCCC1=CC=C(C=C1)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 1 to 15 ppm; intense herbal, fennel, sweetness reminiscent of black licorice, sassafras and anise. It has slight, spicy, basil-like nuances"
464,3-phenylpropanal,7707,"chocolate,cortex,clove,foliage,strawberry,fresh,green,honey,balsam,leaf,hyacinth,storax,cinnamon",C1=CC=C(C=C1)CCC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; green, melon, fruity and citrus"
465,benzyl formate,7708,"pineapple,apricot,floral,fruity,cranberry,almond,black tea,spicy",C1=CC=C(C=C1)COC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; fresh cherry with a berry, strawberry fruity nuance"
466,gamma-Nonanolactone,7710,"peach,coconut,waxy,oily,creamy,sweet,buttery",CCCCCC1CCC(=O)O1,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; coconut, creamy, waxy with fatty milky notes"
467,2-phenylethyl formate,7711,"hyacinth,rose,green,herbal,watercress,bitter",C1=CC=C(C=C1)CCOC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; musty cocoa, honey, yeasty grain, alcoholic with fruity and tropical nuances"
468,Gamma-undecalactone,7714,"peach,coconut,lactonic,apricot,fatty,creamy,fruity,ketonic",CCCCCCCC1CCC(=O)O1,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; fatty, coconut, creamy, vanilla, nutty, macadamia and peach"
471,5-Ethyl-2-methylpyridine,7728,"raw,roasted,potato,earthy,strong,nutty",CCC1=CN=C(C=C1)C,flavorDB,Aroma Threshold Values:19 ppb
472,4-Methylanisole,7731,"powdery,cresol,naphthyl,camphoraceous,nutty,ylang,cedar",CC1=CC=C(C=C1)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; naphthyl, phenolic, camphoraceous, cooling and woody"
473,Isobutyl furfurylacetate,7733,"pineapple,floral,woody,sweet,fruity",CC(C)COC(=O)CCC1=CC=CO1,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; winey, fruity pineapple, cherry and honey with slight spicy cinnamic and berry nuances"
474,4-Methoxybenzyl Alcohol,7738,"caramel,chocolate,powdery,vanilla,rose,lilac,floral,sweet,honey,hawthorn,hyacinth,flower",COC1=CC=C(C=C1)CO,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; spice, anise, vanilla, balsamic and powdery"
475,gamma-Heptalactone,7742,"coconut,caramel,nut,fat,hay,fruit,sweet,nutty,tonka",CCCC1CCC(=O)O1,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; sweet, lactonic, creamy, coconut and coumarin, with milky and tobacco nuances"
476,Ethyl propionate,7749,"pineapple,grape,fruit,sweet,rum,fruity,juicy",CCC(=O)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; sharp, fermented, rummy and fruity"
477,3-Methylvaleric acid,7755,"cheesy,sweaty,acidic,sharp,animal,fruity,green",CCC(C)CC(=O)O,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; sour, cheesey, fresh with fruity notes"
479,Diethyl Malonate,7761,"apple,sweet,fruity,green",CCOC(=O)CC(=O)OCC,flavorDB,Taste Threshold Values:Taste characteristics at 50 ppm
480,Ethyl butyrate,7762,"apple,pineapple,banana,fruit,fruity,juicy,cognac",CCCC(=O)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; fruity, sweet, tutti-frutti, apple, fresh and lifting, ethereal"
481,Acetal,7765,"cream,nut,tart,ether,vegetable,earthy,fruit,sweet,honey,green",CCOC(C)OCC,flavorDB,Aroma Threshold Values:4 to 42 ppb
483,propyl butyrate,7770,"solvent,pineapple,apricot,sweaty,rancid,sweet,fruity",CCCC(=O)OCCC,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; sweet, fruity, tutti-frutti, bubble gum and pineapple-like, with a slight green nuance"
484,Isoamyl propionate,7772,"tomato,ripe,sweet,fruity,tropical,fruit,pineapple,bitter,banana",CCC(=O)OCCC(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; sweet, banana, fruity, tutti-frutti, apple, melon, tropical and pineapple-like"
485,Isobutyl hexanoate,7775,"peach,pineapple,sweet,fruity,tropical,green",CCCCCC(=O)OCC(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; fruity, sweet, pineapple, green, tropical and estry"
486,Citronellyl formate,7778,"peach,apricot,rose,plum,honey,bergamot,cucumber",CC(CCC=C(C)C)CCOC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; floral, waxy, fruity, citrus and tangerine"
489,"3,7-Dimethyl-1-octanol",7792,"waxy,citrus,aldehydic,musty,green,soapy,bitter,leathery",CC(C)CCCC(C)CCO,flavorDB,"Taste Threshold Values:Taste characteristics at 1 to 10 ppm; fatty, waxy, soapy with floral rosy and fresh citrus-woody nuances"
491,Citronellal,7794,"lemon,citrus,rose,fat,herbal,waxy,floral,sweet,aldehydic,cherry,dry",CC(CCC=C(C)C)CC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; floral, green, rosy and citrus-lemon"
492,Isoamyl butyrate,7795,"hop_oil,apricot,whiskey,banana,tropica,papaya,melon,fruity,pear,green",CCCC(=O)OCCC(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; ripe fruity, fatty, banana, apple, melon and fermented whiskey"
493,Ethyl Heptanoate,7797,"pineapple,wine,fruit,plum,fruity,melon,rum,cognac",CCCCCCC(=O)OCC,flavorDB,Taste Threshold Values:Taste characteristics at 10 ppm
495,Ethyl Octanoate,7799,"apricot,fat,wine,waxy,banana,brandy,fruit,sweet,fruity,pear",CCCCCCCC(=O)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; waxy, fatty, aldehydic, coconut, creamy and dairy-like"
496,Ethyl dodecanoate,7800,"waxy,floral,sweet,clean,leaf,soapy",CCCCCCCCCCCC(=O)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; waxy, soapy and floral with a creamy, dairy and fruity nuance"
497,3-Heptanone,7802,"fatty,powerful,fruity,green",CCCCC(=O)CC,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; ketonic, with a cheese-like creamy character"
498,propyl propionate,7803,"sweet,pungent,chemical,pineapple,sharp,bitter,fruity",CCCOC(=O)CC,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; sweet, lift, tropical green, fruity notes"
502,Methyl Hexanoate,7824,"pineapple,ether,fresh,fruit,sweet,fruity",CCCCCC(=O)OC,flavorDB,Aroma Threshold Values:10 to 87 ppb
503,Methyl Heptanoate,7826,"berry,waxy,floral,fruit,sweet,orris,green",CCCCCCC(=O)OC,flavorDB,Taste Threshold Values:Taste characteristics at 35 ppm
508,Hydroxycitronellal,7888,"waxy,floral,lily,sweet,tropical,melon,green",CC(CCCC(C)(C)O)CC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; sweet, waxy, green, floral and melon notes"
510,2-pentanone,7895,"potato,alcohol,ether,ethereal,wine,banana,fishy,fruit,sweet,woody,fruity",CCCC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; sweet, fruity and banana-like with a fermented nuance"
511,"1,3-butanediol",7896,"odorless,bitter",CC(CCO)O,flavorDB,Aroma Threshold Values:70 to 100 ppm
512,4-Methyl-2-pentanone,7909,"solvent,spice,herbal,sharp,fruity,dairy,green",CC(C)CC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; sweet, ethereal, banana and fruity with dairy nuances"
513,Isopropyl Acetate,7915,"ethereal,chemical,banana,sweet,fruity",CC(C)OC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 60 ppm; ethereal, tutti-frutti, with a fruity apple and banana nuance"
515,Acetic Anhydride,7918,"sharp,vinegar",CC(=O)OC(=O)C,flavorDB,Aroma Threshold Values:1.5 ppm
519,"2,6-Dimethylpyridine",7937,"bready,oily,woody,cocoa,nutty,amine",CC1=NC(=CC=C1)C,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; nutty, coffee, cocoa, musty, bready and meaty"
520,"2,6-Dimethylpyrazine",7938,"roast beef,roasted nuts,coffee,cocoa,roasted nut",CC1=CN=CC(=N1)C,flavorDB,"Taste Threshold Values:Taste characteristics at 5.0 ppm; musty and earthy, nutty peanut shell, cocoa powdery, earthy coffee, yeasty, woody, milk roasted peanut"
522,Ethyl Isovalerate,7945,"apple,pineapple,tutti frutti,fruit,sweet,fruity",CCOC(=O)CC(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 30 ppm; fruity, sweet, estry and berry-like with a ripe, pulpy fruity nuance"
524,"2,6-Dimethyl-4-heptanol",7957,"fermented,mild,ethereal,fresh,yeasty",CC(C)CC(CC(C)C)O,flavorDB,Aroma Threshold Values:1.3 ppm
530,benzenethiol,7969,"garlic,penetrating,repulsive",C1=CC=C(C=C1)S,flavorDB,Aroma Threshold Values:10 to 50 ppb
531,2-Methylpiperidine,7974,"taco,fishy,seafood,amine,corn,chip",CC1CCCCN1,flavorDB,"Taste Threshold Values:Amine, creamy, taco, lettuce taste at 5 ppm in water"
533,2-Methylpyrazine,7976,"chocolate,roasted,cocoa,peanut,nutty,popcorn,green",CC1=NC=CN=C1,flavorDB,"Taste Threshold Values:Taste characteristics at 75 ppm; nutty, brown, musty, roasted and astringent"
534,butyl Isovalerate,7981,"peach,apple,pineapple,fruit,sweet,pear,green",CCCCOC(=O)CC(C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; fruity, sweet, pineapple, ripe, musty and green with a slight cheesy nuance"
535,butyl butyrate,7983,"peach,apple,berry,pineapple,banana,sweet,fruity,pear",CCCCOC(=O)CCC,flavorDB,"Taste Threshold Values:Taste characteristics at 40 ppm; sweet, fresh, fruity, slightly fatty"
537,valeric acid,7991,"sweat,putrid,sweaty,acidic,animal,rancid,sickening",CCCCC(=O)O,flavorDB,"Taste Threshold Values:Taste characteristics at 100 ppm; acidic, dairy-like with milky and cheese nuances"
538,propyl acetate,7997,"solvent,fusel,pear,celery,raspberry,bitter,fruity",CCCOC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 to 15 ppm; bubble gum estery, fruity, ethereal, tutti-frutti, banana and honey"
540,butylamine,8007,"ammonia,fishy",CCCCN,flavorDB,Aroma Threshold Values:50 ppm
544,Ethyl formate,8025,"alcohol,rose,pungent,cognac,green,ethereal,bitter",CCOC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 60 ppm; sweet, chemical with clean, fresh, fruity lift"
546,pyrrole,8027,"ethereal,nutty,sweet,warm",C1=CNC=C1,flavorDB,Aroma Threshold Values:20 to 49.6 ppm
549,Isobutyl Acetate,8038,"apple,sweet,fruity,tropical,fruit,ethereal,bitter,banana",CC(C)COC(=O)C,flavorDB,Taste Threshold Values:Taste characteristics at 30 ppm
551,Ethyl Decanoate,8048,"apple,brandy,waxy,grape,oily,sweet,fruity,pear",CCCCCCCCCC(=O)OCC,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; waxy, fruity, sweet apple"
554,2-Heptanone,8051,"coconut,soap,herbal,sweet,woody,fruity,spicy,cinnamon",CCCCCC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; cheesy, fruity, coconut, waxy green, creamy, fungal with buttery and brown fruity nuances"
555,Isopentyl formate,8052,"blackcurrant,ethereal,vinous,green,earthy,fruit,plum,dry",CC(C)CCOC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 15 ppm; sharp green, apple and fruity with winey, fatty notes"
558,pentanal,8063,"bready,fermented,berry,malt,pungent,fruity,nutty,almond",CCCCC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 25 ppm; winey, fermented, bready and cocoa chocolate notes"
560,propyl formate,8073,"rum,sweet,green,berry,ethereal,bitter,fruity",CCCOC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 50 ppm; fruity, green and ethereal with a berry lift"
561,Diethyl Disulfide,8077,"garlic,onion,ripe,gassy,greasy",CCSSCC,flavorDB,Taste Threshold Values:Gassy onion taste at 1 ppm in water
562,piperidine,8082,"floral,sweet,heavy,bitter,animal",C1CCNCC1,flavorDB,Aroma Threshold Values:65.8 to 70.6 ppm
564,Methyl octanoate,8091,"orange,vegetable,herbal,waxy,sweet,aldehydic,green",CCCCCCCC(=O)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; green, fruity, waxy, aldehydic, citrus and fatty"
565,Methyl 2-octynoate,8092,"leafy,waxy,green,violet,cucumber",CCCCCC#CC(=O)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 15.0 ppm; green, vegetative, fatty, fruity, rindy, melon and cucumber with mushroom and dairy nuances"
566,Octan-2-one,8093,"natural,earthy,gasoline,weedy,herbal,woody,bitter,soap",CCCCCCC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; dairy, waxy, cheese, woody, mushroom and yeast"
567,Heptanoic Acid,8094,"sour,cheesy,sweat,rancid,cheese",CCCCCCC(=O)O,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; waxy, cheesy, fruity, dirty and fatty"
569,1-Hexanol,8103,"oil,alcoholic,ethereal,resin,fusel,sweet,fruity,flower,green",CCCCCCO,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; green, fruity, apple-skin and oily"
571,1-Hexanethiol,8106,"sulfur,burnt,sulfurous,roasted,garlic,fat,sulfury,fatty,meaty",CCCCCCS,flavorDB,"Taste Threshold Values:Taste characteristics at 0.05 to 1.0 ppm; charred pork skin, slightly bitter, lactonic fatty nuances, sulfurous, roasted, burnt fat and coffee nuances"
576,1-Heptanol,8129,"leafy,coconut,herbal,peony,strawberry,chemical,musty,sweet,woody,violet,green",CCCCCCCO,flavorDB,Aroma Threshold Values:3 ppb
577,Heptanal,8130,"citrus,ozone,fat,herbal,fresh,wine-lee,rancid,fatty,aldehydic,green",CCCCCCC=O,flavorDB,Aroma Threshold Values:3 to 60 ppb
580,Methyl Dodecanoate,8139,"coconut,fat,waxy,creamy,soapy,mushroom",CCCCCCCCCCCC(=O)OC,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; waxy, creamy, fatty with soapy, coconut nuances"
582,Nonanoic Acid,8158,"cultured dairy,fat,waxy,green,dirty,cheese",CCCCCCCCC(=O)O,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; fatty, waxy, and cheesy with a mild, sweet, creamy background"
583,Heptyl acetate,8159,"apricot,fresh,ripe,fruit,woody,rum,pear,green",CCCCCCCOC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 7.5 ppm; green, fatty, spicy, citrus, soapy and aldehydic with a floral nuance"
585,2-Undecanone,8163,"orange,waxy,fresh,fatty,floral,iris,creamy,fruity,orris,green",CCCCCCCCCC(=O)C,flavorDB,Taste Threshold Values:Taste characteristics at 30 ppm
586,Octyl acetate,8164,"herbal,waxy,earthy,mushroom,green",CCCCCCCCOC(=O)C,flavorDB,Aroma Threshold Values:23 to 47 ppb
587,Decyl Acetate,8167,"oil,citrus,orange,pineapple,rose,waxy,fresh,clean,laundered cloths,soapy",CCCCCCCCCCOC(=O)C,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; waxy, soapy and fatty"
589,1-Decanol,8174,"orange,rose,fat,waxy,fatty,floral,sweet,clean,watery",CCCCCCCCCCO,flavorDB,Aroma Threshold Values:6 to 47 ppb
590,Decanal,8175,"citrus,soap,orange peel,tallow,waxy,floral,sweet,aldehydic",CCCCCCCCCC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm in 5% sugar and 0.1% CA. Sweet citrus body, orange, waxy and slightly woody with a cilantro stem and geranium floral nuance"
592,Undecanoic Acid,8180,"oil,coconut,waxy,fatty,creamy,cheese",CCCCCCCCCCC(=O)O,flavorDB,"Taste Threshold Values:Taste characteristics at 20 ppm; waxy, creamy, cheese-like with a fatty dairy mouthfeel"
597,Undecanal,8186,"oil,laundry,citrus,waxy,fresh,floral,fatty,sweet,pungent,aldehydic,soapy,green",CCCCCCCCCCC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 10 ppm; waxy, buttery, aldehydic, soapy with a citrus note and slight laundry deter-gent nuance"
598,10-Undecenal,8187,"citrus,rose,waxy,mandarin,fatty,aldehydic,soapy",C=CCCCCCCCCC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 2.5 ppm; fatty, oily and aldehydic with a mandarin, citrus nuance"
599,1-Dodecanol,8193,"coconut,wax,fat,waxy,fatty,earthy,honey,soapy",CCCCCCCCCCCCO,flavorDB,Aroma Threshold Values:73 to 820 ppb
600,Dodecanal,8194,"citrus,fat,waxy,floral,lily,aldehydic,soapy,green",CCCCCCCCCCCC=O,flavorDB,"Taste Threshold Values:Taste characteristics at 2.0 ppm; soapy, waxy, citrus, orange mandarin"
611,Linalyl Acetate,8294,"citrus,fruit,sweet,woody,bergamot,lavender,green",CC(=CCCC(C)(C=C)OC(=O)C)C,flavorDB,"Taste Threshold Values:Taste characteristics at 5 ppm; floral, green, waxy, terpy, citrus, herbal and spicy nuances"
